,Vehicle,Price,Location,Manufacturing Year,Make & Model,Mileage,Drive,Title Status,Transmission,Fuel,Wheel Base Length,Number of Seats with Seatbelts,Sleeping Capacity,Air Bags,Air Conditioner,Audio System,Backup Camera,Bluetooth / Wifi,Electric windows,Exterior Lights,Fresh Water Tank (Built-in),Grey / Black Water Tanks,Offroad Tires,Refrigerator,Roof Fan,Sink,Solar,Stove,USB port,Water Pump,Bike Rack,Heater / Furnace,Microwave,Shower (Indoor),Toilet,Water Heater,Awning,Fresh Water Tank (Portable),Heated seats,Inverter,Offroad Lights,Roof Rack,Security System,Shower (Outdoor),Suspension Mods,Tow Winch,Towing Package,Cooler,TV,Fuel Efficiency (Highway),Generator,Oven,Propane,Child Seat,Skylight,Handicap / Wheelchair Conversion
22,Custom Built Ram Promaster 1500 high-roof conversion,65000.0,"Seattle, Washington, United States",2019,Ram Promaster 1500,15000,2WD,Clean,Automatic,Gasoline,136.0,2,2,True,True,True,True,True,True,True,,True,True,,True,True,,,True,,,True,,,,,,True,,,,,,,,,,,,,,,,,,
23,1995 Clean Well Maintained VW Eurovan Camper,35000.0,"Salt Lake City, Utah, United States",1995,VW Eurovan Camper,145000,2WD,Clean,Automatic,Gasoline,,4,4,,True,,,,True,,True,True,,True,,,,,,True,,True,,,,True,True,,,True,,,,True,,,,,,,,,True,,,
24,2000 Dodge Ram Van 3500- Fully Furnished Inside,12500.0,"Farmington, Minnesota, United States",2000,2000 Dodge Ram 3500,134000,2WD,Clean,Automatic,Gasoline,,2,3,True,True,,,,,,True,,,True,,True,True,,True,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,
25,2015 Ford Transit Converted Van,54000.0,"Queens, New York 11379, United States",2015,Ford Transit,50000,2WD,Clean,Automatic,Gasoline,,2,2,True,True,True,True,True,True,,True,,,True,True,True,True,True,True,True,,,,,True,True,True,,,True,,,,True,,,,True,,,,,,,,
26,"Freightliner Mercedes Sprinter with Bed Lift, A/C and Mercedes Warranty!",60000.0,"Denver, Colorado, United States",2011,Freightliner Mercedes Sprinter 2500,124000,2WD,Clean,Automatic,Diesel,144.0,2,0,True,True,,True,,True,,True,,,True,True,True,True,True,True,True,,True,,,,,,True,,True,,,,,,,,True,,,,,True,,,
27,Adventure awaits…,75000.0,"Bowling Green, Kentucky, United States",2014,2014 Mercedes Sprinter Shuttle Bus,167000,2WD,Clean,Automatic,Diesel,,2,4,True,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,,True,,True,True,True,,,,True,,,,,,,,,,18.0,,,,,,
28,Custom Built Promaster Campervan - 4 Season Adventure Van,54999.0,"Bend, Oregon 97701, United States",2016,"Ram Promaster 2500 159"" High Roof",76000,2WD,Clean,Automatic,Gasoline,159.0,2,2,True,,True,True,True,,,,True,True,True,True,True,True,True,True,,,True,,,,,,True,,True,,,,,,,True,,,,,,True,,,
29,Off-Grid Shuttle Bus Ready for the Road,33900.0,"Charlotte, North Carolina, United States",2000,Ford E-350,147343,2WD,Clean,Automatic,Diesel,,3,2,True,True,,True,,,,,True,,True,True,True,True,True,True,,,True,,,True,,,True,,True,,,,True,,,,,,,,,True,,,
30,2003 sprinter MTB van,22500.0,"Westport, Connecticut, United States",2003,Dodge sprinter 3500 2003,211500,2WD,Clean,Automatic,Diesel,158.0,2,2,True,,,,,,True,True,,,True,,True,True,,True,True,True,True,,,,,,True,True,True,True,,,,,,,,,,,,,,,
31,Magic Cabin Ram Promaster 3500 159' WB Extended High Roof,70000.0,"Orange, California, United States",2018,Ram Promaster,95000,2WD,Clean,Automatic,Gasoline,159.0,2,3,True,True,True,True,,True,True,True,,,True,True,True,True,True,True,True,,True,,True,True,True,,True,,True,,,,True,,,True,,,17.0,,,True,,,
32,"Brand New 2021 144"" Mercedes Sprinter Campervan w/ flarespace flares built by Latitude Van Co. - 4Cyl Diesel -2wd- 24 MPG",105000.0,"Corvallis, Oregon, United States",2021,Mercedes Sprinter,225,2WD,Clean,Automatic,Diesel,,2,2,True,True,,True,True,True,,True,True,,True,True,True,True,True,True,,,True,,,True,,True,True,True,,,True,,,,,True,True,,24.0,,,,,,
33,2015 Mercedes 170 High Roof Conversion,47490.0,"Fayetteville, Arkansas, United States",2015,Mercedes 170,250000,2WD,Clean,Automatic,Diesel,,2,4,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,,True,True,,True,,,True,,True,,True,True,,,,,,True,,,,True,,,
34,2017 GMC Savana Explorer SE Limited 2500 Conversion,59997.0,"Clearwater, Minnesota 55320, United States",2017,GMC 2500,6007,2WD,Clean,Automatic,Gasoline,,6,2,True,,True,True,,,,,,,,,,,,True,,,,,,,,,,True,True,,,,,,,True,,,,,,,,,
35,2015 MB 170 Partial Conversion,69999.0,"Portsmouth, New Hampshire, United States",2015,Mercedes Benz Sprinter 170,115000,2WD,Clean,Automatic,Diesel,170.0,2,2,True,,,,True,True,,,,,True,True,,True,,True,,,,,,,,,,,True,,,,,True,,,,,,,,,,True,
36,Beautiful 144 wb 2014 Sprinter,47500.0,"Springfield, Missouri, United States",2014,Mercedes Sprinter,54912,2WD,Lien,Automatic,Diesel,144.0,7,2,True,True,True,True,True,True,,,,,,,,,,True,,,,,,,,,,True,True,,,,,,,,,True,24.0,,,,,,
37,2004 Thomas Skoolie,30000.0,"Bend, Oregon, United States",2004,Thomas MVP,176000,2WD,Clean,Automatic,Diesel,,0,2,,True,True,True,True,,True,True,True,,True,True,True,True,,,True,,True,,True,True,True,,,,True,True,,,True,,,,,True,,,,True,,,
38,Green Machine! Chevy Express Conversion with Solar,25000.0,"3491 Pleasant Grove Church Road, Morrisville, North Carolina 27560, United States",2006,Chevy Express,100950,2WD,Clean,Automatic,Gasoline,,2,2,True,True,True,,,True,,,,,True,True,,True,,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,
39,Newly Built Custom Ford-E350 Campe Van,29500.0,"San Diego, California, United States",2000,Ford E-350,145000,2WD,Clean,Automatic,Gasoline,,2,3,True,,True,,True,True,,True,True,,True,,True,True,True,True,True,,,,,,,,,,True,,,,,,,,,,15.0,True,,,,,
40,2020 Ford High roof Transit 250 sleeper van *fully loaded**price negotiable*,98000.0,"26 Legion Drive, Smithtown, New York 11787, United States",2020,Ford transit 250 High roof,550,2WD,Clean,Automatic,Gasoline,,2,3,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,,True,True,True,True,True,,,,,,,,,,,,True,,,True,True,True,,,
41,Sprinter Conversion for Full Time Living,105000.0,"Baltimore, Maryland, United States",2016,Mercedes-Benz Sprinter 170 WB 3500,22000,2WD,Clean,Automatic,Diesel,170.0,2,4,True,,True,True,True,True,,True,True,,True,True,True,True,True,True,True,,True,,True,True,True,,,True,True,,,,,,,,,,20.0,,,True,,,
42,2017 Quigley Ford Transit Mid roof 130 4x4,49000.0,"St. Joseph, Missouri, United States",2017,Quigley Ford Transit,5250,4WD,Lien,Automatic,Gasoline,130.0,5,3,True,True,True,True,True,True,,,,True,,,,,,True,,,,,,,,True,,,,,True,,,True,,True,,True,,,,,,,
43,GMC Vandura 2500 Explorer Conversion Van,8500.0,"Boulder, Colorado, United States",1993,GMC Vandura 2500 Explorer,91700,2WD,Clean,Automatic,Gasoline,,6,2,,True,True,,,True,,,,,,,,,,,,True,,,,,,,,,,,True,True,,,,True,,,,,,,,True,
44,Fully Built Out Ram Promaster High Top,60000.0,"Lancaster, California, United States",2019,"2019 Ram Promaster 2500, 159"" wheelbase High Top",35000,2WD,Clean,Automatic,Gasoline,159.0,2,2,True,,True,True,True,,,,True,,True,True,True,True,True,True,True,True,True,,True,,True,,True,,True,,,,True,,,,,True,18.0,,True,True,,,
45,"2020 Ram Promaster 2500 High Roof 159""",69500.0,"27800 Old 41 Road, Bonita Springs, Florida 34135, United States",2020,"2020 Ram Promaster 2500 High Roof 159""",37377,2WD,Clean,Automatic,Gasoline,159.0,4,2,True,True,True,True,True,True,,True,True,,True,True,True,,,True,True,,True,True,,True,,,True,,True,,,,,True,True,True,,True,16.0,,,,,,
46,Conversion Van for sale by owner,67000.0,"Dripping Springs, Texas",2018,2018 RAM ProMaster 1500,1450,AWD,Clean,Automatic,Gasoline,,7,1,True,True,True,True,True,True,True,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,True,,,,,,,
47,Chevy adventure van - turn key - move in ready - make an offer!,22000.0,"Los Angeles, California, United States",2007,Chevrolet Express 3500 - Access Package,325000,2WD,Clean,Automatic,Gasoline,,2,3,,,,True,,True,True,,,,True,True,,True,True,True,,,True,,,,,True,,,True,True,True,,,,True,True,,,,,,True,,,
48,Vanna! Turnkey Transit Van,54000.0,"Fayetteville, Arkansas, United States",2016,Ford Transit 350,165500,2WD,Clean,Automatic,Gasoline,,2,2,True,,True,True,,True,,True,True,,True,True,True,True,,True,True,,,,,,True,,,,True,,,,,,,True,,True,16.0,,,True,,,
49,"2021 Ram Promaster 2500 159"" wheelbase High Roof Off-Grid Camper",89999.0,"Portland, Oregon, United States",2021,"Ram Promaster 2500 159"" Wheelbase High Roof",89,2WD,Clean,Automatic,Gasoline,159.0,2,2,True,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,,,,,True,,,,,True,,True,,True,,,,,,,,,,,,
0,"2008 Sprinter Van Build -- Brooklyn, NY",35000.0,"Brooklyn, New York, United States",2008,Dodge Sprinter 2500,142000,2WD,Clean,Automatic,Diesel,144.0,2,2,True,True,True,True,,True,,,True,,True,,True,True,True,True,True,,,,,,,,True,,True,,,,,,,,True,,21.0,,,True,,,
1,2016 Ram Promaster 3500 ext. ecodiesel Build,75000.0,"Cape Girardeau, Missouri, United States",2019,Ram Promaster 3500 ext,80000,2WD,Clean,Automatic,Diesel,159.0,2,2,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,,True,,True,,True,True,True,,True,,True,True,,True,,,,,,,,,,True,,,
2,2008 Dodge Sprinter with Sportsmobile Conversion. Ready to go!,45000.0,"Chicago, Illinois, United States",2008,Dodge Sprinter,55000,2WD,Lien,Automatic,Diesel,,2,2,True,True,True,,,True,True,True,True,,True,,True,,True,True,True,True,True,True,,,True,,,,True,,,,True,,,,,,,,,True,,True,
3,GREAT travel Van,34000.0,"13900 Cedar Creek Drive, Sanderson, Florida 32087, United States",2014,"2014 GMC conversion Van, 7 passenger Southern comfort Elite",99500,2WD,Clean,Automatic,Gasoline,,7,2,True,True,True,True,True,True,True,,,,,,,,,True,,,,,,,,,,True,,,,True,,,True,True,,True,18.0,,,,,True,
4,2020 Ford Transit 148 High Roof AWD,105000.0,"Orange county, California",2020,Ford,12700,AWD,Clean,Automatic,Gasoline,148.0,5,2,True,True,True,True,True,True,True,True,,True,,True,,True,,True,True,True,,,True,,,,True,True,True,True,,,True,True,,True,,,18.0,,,,,,
5,2017 Ram Promaster 2500,55000.0,"New Paltz, New York, United States",2017,Ram Promaster,93000,2WD,Clean,Automatic,Gasoline,159.0,2,2,True,,True,True,True,True,,,True,,True,True,True,True,True,True,True,,True,,,,,,True,,True,,True,,True,,,,True,,18.0,,,True,,,
6,2016 Sprinter Van,65000.0,"San Diego, California, United States",2016,2016 Mercedes Sprinter,97000,2WD,Clean,Automatic,Diesel,144.0,2,3,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,,,,,,,,True,,True,,,,,,,,True,,22.0,,,True,,,
7,"2017 Sprinter 170"" WB AWD 4 seater - Adventure ready!",129000.0,"Bentonville, Arkansas, United States",2017,Mercedes Freightliner Sprinter,94139,AWD,Clean,Automatic,Diesel,170.0,4,3,True,,True,True,True,True,,True,True,,True,True,True,True,True,True,True,,True,,True,True,True,True,True,,True,,,,,,,,,,16.0,,True,True,True,,
8,2020 RAM ProMaster 1500 high roof Low mileage,75000.0,"Сан-Диего, Калифорния, Соединённые Штаты Америки",2020,RAM ProMaster 1500,1050,2WD,Clean,Automatic,Gasoline,,3,3,True,True,True,True,True,True,True,True,,,True,,True,,True,True,True,,,,,True,,,True,,True,,,,,,,,,,,,,,True,,
9,Comfortable and Convenient Family RV Grand Caravan,16900.0,"Santa Monica, California 90404, United States",2013,Dodge Grand Caravan,83000,2WD,Salvage,Automatic,Gasoline,,5,5,True,True,True,,True,True,,True,True,,True,,True,True,True,True,,,,,,True,True,,,,,,,,True,,,,,,,,,True,,,
10,2013 Ford E-350 Super Duty XLT,35000.0,United States,2013,2013 Ford E-350 Super Duty XLT,96000,2WD,Lien,Automatic,Gasoline,,2,2,True,True,True,True,,True,,True,True,True,True,True,True,True,True,True,True,True,,,,,True,True,,,True,,True,,True,,,,,,13.0,,,True,,,
11,"RAM PROMASTER High Roof Fully Equipped Air Conditioning Flush Toilet Full Shower, Bike Rack",79500.0,"1004 Cherry Valley Boulevard, Calimesa, California 92320, United States",2017,RAM PROMASTER 1500 136WB,73000,2WD,Clean,Automatic,Gasoline,,2,3,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,,True,,,True,True,,,,True,True,,True,True,,,,
12,"**SALE PENDING** 2021 Ram Promaster 1500 136"" High Roof ""Freddie""",70000.0,"Los Angeles, California, United States",2021,Ram Promaster,21500,2WD,Clean,Automatic,Gasoline,136.0,2,2,True,True,True,,True,True,,True,True,,True,True,True,True,,True,True,,True,,,True,,,,,True,,,,True,,,,,,19.0,,,,,,
13,2017 Ram Promaster Low Roof Conversion,47000.0,"Richmond, Virginia, United States",2017,Ram Promaster 1500,51321,2WD,Clean,Automatic,Gasoline,118.0,2,2,True,True,,True,,True,,,,,True,True,True,True,True,,True,,,,,,,,True,,True,,,,,,,,,,18.0,,,True,,,
14,2007 Dodge Sprinter 2500,16500.0,"Cary, North Carolina, United States",2007,Dodge Sprinter,124000,2WD,Clean,Automatic,Diesel,,2,2,True,True,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
15,1996 Dodge Camper Van by Explorer,12500.0,"Vail, Colorado, United States",1996,Dodge Explorer,205000,2WD,Clean,Automatic,Gasoline,,7,3,,,,,,,,True,True,,True,,True,,True,,True,,,,,True,,,,,,,True,,True,,,True,True,,,True,,True,,,
16,"Custom, Cozy, off grid, all season camper van!",85000.0,"Glenwood Springs, Colorado, United States",2020,Ram Promaster,20500,2WD,Clean,Automatic,Gasoline,159.0,2,2,True,True,True,True,True,True,,True,,,True,True,True,True,True,True,True,True,True,,,,True,,,,True,,,,True,,,True,,,,,,True,,,
17,Ram Promaster 1500 Custom Campervan,60000.0,"Walpole, Massachusetts 02081, United States",2018,Ram Promaster,50000,2WD,Clean,Automatic,Gasoline,136.0,2,2,True,True,True,True,True,True,,,True,True,True,True,True,True,,,True,,True,,,,,,True,,True,,,,,,,,,,18.0,,,,,,
18,"Custom Designed Stealth Van, Bedroom on Wheels",13500.0,"High Springs, Florida, United States",2001,Dodge Ram 3500,109500,2WD,Clean,Automatic,Gasoline,,2,2,True,True,True,,,,,,,,,True,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,
19,"2019 Ford Transit 250 High Roof Remote Work Focus (Duo Monitors, 8.8 kwh Batteries, EV Charging, Convertible Showers)",72000.0,"Seattle, Washington, United States",2019,Ford Transit 250,38199,2WD,Clean,Automatic,Gasoline,148.0,2,2,True,,,True,True,,,True,True,,True,True,True,True,True,,True,,,True,True,True,True,,,,True,,,,,,,,,,17.0,True,,,,,
20,"2015 RAM Promaster 3500 159""",58000.0,"Los Angeles, California, United States",2015,Dodge Ram Promaster 3500,113000,2WD,Clean,Automatic,Gasoline,159.0,4,2,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,,True,,True,True,True,,,,True,True,,,True,,,,,,,,,,,True,
21,2018 Ford Transit XLT 350 LR Camper,37000.0,"Augusta, Georgia, United States",2018,Ford Transit,53009,2WD,Clean,Automatic,Gasoline,178.0,2,2,True,True,True,True,,True,True,True,True,True,,,True,True,,,,,,,,True,True,True,,,True,,True,,True,,,,,,18.0,,,,,,
22,2020 Sprinter 144wb DIY Ready Van w/ 5yr Mercedes Warranty,87500.0,"Denver, Colorado, United States",2020,Mercedes Sprinter,2800,2WD,Clean,Automatic,Diesel,144.0,2,2,True,,True,True,True,True,,True,,,,True,,True,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,
23,"Fully Converted 2020 159"" Promaster High Roof Extended",110000.0,"Bend, Oregon, United States",2020,Ram Promaster 3500 extended high roof extended,2673,2WD,Clean,Automatic,Gasoline,159.0,2,2,True,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,,True,,,True,True,,True,,True,,,True,True,,,,True,,14.0,,True,True,,,
24,Small camper,50000.0,"San Clemente, California 92672, United States",2014,2014 Ram Promaster 1500 low roof Eco-Diesel,58390,2WD,Clean,Automatic,Diesel,136.0,2,2,True,True,True,True,True,True,True,True,True,,True,True,True,True,,True,True,,,,,,True,,,True,True,,True,True,True,,,,,,,,,,,,
25,"Sprinter Camper 118"" WB",38000.0,"San Francisco, California, United States",2004,"2004 Sprinter Diesel 118"" WB",146000,2WD,Clean,Automatic,Bio-Diesel,118.0,2,2,True,True,True,,True,True,True,,,True,True,True,,,,True,,,True,,,,,,,,True,True,True,True,True,,True,,True,,,,,,,True,
26,Weekender Cabin on Wheels!,62000.0,"2551 Military Street, Port Huron, Michigan 48060, United States",2019,2019 Ram 2500,36000,2WD,Lien,Automatic,Gasoline,159.0,2,2,True,True,True,True,True,True,,,True,,True,True,True,,,True,,,,,,,,,True,,,,,,,,,True,,,16.0,,,,,,
27,The Ultimate 4x4 Bike/Ski/Family Road Trip Rig,149000.0,"22840 Latigo Court, Bend, Oregon 97701, United States",2016,2016 Mercedes Benz 170 Sprinter 2500 4x4,41000,4WD,Clean,Automatic,Diesel,170.0,5,4,True,,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,,,,,True,,True,True,True,True,,True,,,True,,,14.0,,,,,True,
28,One-of-a-kind Baby Blue Sprinter with Luxury Interior - New Build,105000.0,"Vancouver, Washington, United States",2015,2015 Freightliner Sprinter 2500 144” RWD,51000,2WD,Clean,Automatic,Diesel,144.0,2,2,True,,,True,,,,True,,True,True,True,True,True,True,True,True,,True,,,,True,,,,True,,True,,True,,,,,,,,,,,,
29,2021 Sprinter 2500 4x4 170 Custom Camper,181000.0,"Minneapolis, Minnesota, United States",2021,Mercedes Benz,100,4WD,Clean,Automatic,Diesel,170.0,4,3,True,True,True,True,True,,,True,True,,True,True,True,True,,True,True,True,True,,,True,True,True,True,,True,,True,,True,,,,,,,,,,True,,
30,"Promaster - 2018, high roof, clean title",68900.0,"Dublin, Ohio 43016, United States",2018,Pro Master 3500,49000,2WD,Clean,Automatic,Gasoline,,2,1,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,,,True,,,,,,True,,True,,,,,,,,,,,,,,,,
31,1990 Toyota Hiace HolidayAce RV 4x4 and Diesel Engine,100.0,"Spokane, Washington, United States",1990,Toyota Hiace HolidayAce,85800,4WD,Clean,Manual (Stick Shift),Diesel,,7,5,,,,True,,,,True,True,,,,True,,,,True,,,,True,,,True,,,True,,,,,,,,True,,25.0,,,,,,
32,Romper,75000.0,"Nashville, Tennessee, United States",2017,"Mercedes Benz Sprinter 2500 144"" HR",73000,2WD,Rebuilt,Automatic,Diesel,144.0,4,2,True,,True,True,,True,,True,,True,True,True,True,True,True,True,True,,True,,,,True,,True,,True,,,,True,,,,,,20.0,,,True,,,
33,2003 Ford E250 Reduced Price,22500.0,"Stevenson, Maryland, United States",2003,2003 Ford E250,117000,2WD,Clean,Automatic,Gasoline,,1,2,True,,,True,,,,True,True,,True,True,True,True,True,True,True,,,,,True,,,,,True,,,,,,,,,,13.0,,,,,,
34,2017 RAM Promaster 159 High Roof,65000.0,"Silverthorne, Colorado, United States",2017,RAM Promaster 2500 159 High Roof,69000,2WD,Lien,Automatic,Gasoline,159.0,2,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,True,,True,,True,True,,,,True,,,,,True,True,,,
35,2005 Dodge Sprinter 3500 - New reman engine and transmission!,60000.0,"Panama City, Florida, United States",2005,Dodge Sprinter,219000,2WD,Clean,Automatic,Diesel,158.0,2,2,True,True,True,True,True,True,,True,True,,True,True,True,True,True,True,True,,,,True,True,True,,,,True,,,,,,,,,,18.0,,,,,,
36,2019 Sprinter 2500 4x4,101000.0,"Hoquiam, Washington, United States",2019,Mercedes-Benz Sprinter,22736,4WD,Clean,Automatic,Diesel,,2,2,True,True,True,True,True,True,,,True,,True,True,True,True,,True,True,,True,,,True,True,True,True,True,True,,,True,,,,True,,,,,,,,,
37,Promaster high roof,26000.0,"Orlando, Florida, United States",2014,Ram promaster 2500,93000,2WD,Clean,Automatic,Gasoline,159.0,2,2,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Ford Transit Conversion Van,59900.0,"1257 East 5th Avenue, Chico, California 95926, United States",2019,2019 Ford Transit 250 Van Extended Length High Roof w/ Sliding Side Door V6,88900,2WD,Lien,Automatic,Gasoline,121.0,2,2,True,True,True,True,,True,,,True,,True,,True,True,,True,True,,,,True,True,True,,True,,True,,,,,,,,,,18.0,,,,,,
39,Mercedes Benz 2020 Sprinter 2500 cargo van 144’’ 3.0L V6 turbo Diesel,90000.0,"Ventura, California, United States",2020,Mercedes Benz 2020 Sprinter 2500,13000,2WD,Clean,Automatic,Diesel,144.0,2,2,True,True,True,True,True,True,,True,,,True,True,True,True,True,True,True,True,True,,,True,True,,True,,True,,True,True,True,,,True,,,21.0,,True,True,,,
40,2020 4x4 Sprinter 144wb - DIY Ready,87995.0,"Denver, Colorado, United States",2020,Mercedes Sprinter 4x4,3000,4WD,Lien,Automatic,Diesel,144.0,2,2,True,,True,True,True,True,,,,,,True,,,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,
41,*SOLD* Off Grid Adventure Van - New Build,109000.0,"Portsmouth, New Hampshire 03801, United States",2021,2021 Ram Promaster 2500 159”,2700,2WD,Clean,Automatic,Gasoline,159.0,2,2,True,,True,True,True,True,,,True,,True,True,True,True,True,True,True,,,,True,True,True,,True,True,True,,,,,,,,,,19.0,,True,True,,,
42,Promaster Camper Conversion,75000.0,"Glastonbury, Connecticut, United States",2019,2019 Dodge Ram Promaster,26000,2WD,Clean,Automatic,Gasoline,159.0,2,3,True,True,True,True,,True,,,True,,True,True,True,True,,True,True,,,,,True,,,True,,True,,,,,,,,,,,,,,,,
43,2019 Sprinter 3500XD 170 Ext Seats 6,85000.0,"California, United States",2019,Mercedes Sprinter,6000,2WD,Lien,Automatic,Diesel,170.0,6,6,True,True,True,True,,True,,True,True,,True,True,True,True,True,True,True,,,,,True,True,True,,,True,,True,,,,,True,,,,,True,,True,,
44,Family Adventure Van,98000.0,"St. George, Utah, United States",2020,2020 Mercedes Sprinter 170 Extended High Roof,1200,2WD,Clean,Automatic,Diesel,170.0,8,6,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,,True,True,,True,True,,True,,True,,True,,True,True,True,True,True,,18.0,,True,,,,
45,2014 Dodge Ram Promaster 2500 - The Climber's Van!,49999.0,"San Diego, California, United States",2014,Dodge Ram Promaster 2500,116000,2WD,Clean,Automatic,Gasoline,159.0,2,2,True,True,True,,,,,True,,,True,True,True,True,True,True,,,True,,,,,,,,True,,,True,,,,,True,True,19.0,,,,,,
46,"2019 Ford Transit High Roof Pro Built With Water Heater, Reverse Osmosis, Outdoor Shower, Garage & Work Mode",80000.0,"Downers Grove, Illinois, United States",2019,2019 Ford Transit High Roof,41000,2WD,Clean,Automatic,Gasoline,148.0,2,2,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,,True,,,True,True,,,,True,True,True,,True,,,,,,18.0,,,,,,
47,Classic style camper price drop,14000.0,"Bay Shore, New York, United States",1990,Ford e350,42000,2WD,Clean,Automatic,Diesel,,2,2,,True,,True,,,,True,,,,,True,True,True,True,True,,,,,,,,,,True,,,,True,,,,,,,True,,,,,
48,2019 Promaster 2500 Custom Conversion,69500.0,Littleton New Hampshire,2019,RAM Promaster 2500,15000,2WD,Clean,Automatic,Gasoline,159.0,2,2,True,,,True,True,True,,True,True,,True,True,True,True,,True,True,True,True,,,,True,True,,,True,,,,True,,,,True,,18.0,,,,,,
49,2002 Ford E-350 7.3 Powerstroke Short Bus - Ready To Build,30000.0,"Eugene, Oregon, United States",2002,Ford E-350 7.3 Powerstroke Short Bus,202000,2WD,Clean,Automatic,Diesel,,1,6,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,
0,Campulance!,20000.0,"Tampa, Florida 33606, United States",1992,Ford E350,51717,2WD,Clean,Automatic,Diesel,,2,2,True,True,True,True,,True,True,True,,,True,True,True,True,True,True,True,,,,True,True,True,,True,,True,,,True,True,,,,,True,,True,,True,,,
1,2015 Mercedes Sprinter For Sale,39500.0,"Mechanicville, New York, United States",2015,2500,72500,2WD,Lien,Automatic,Diesel,170.0,2,2,True,True,True,,,True,,,,,,,,,,True,,,,,,,,,,True,True,,,,,,,True,,,23.0,,,,,,
2,SOLD - 2019 Sprinter 144 Modular Build,82000.0,"Salt Lake City, Utah, United States",2019,Mercedes Sprinter,25400,2WD,Clean,Automatic,Gasoline,144.0,5,5,True,True,True,True,True,True,,,,True,True,True,,True,,True,,,True,,,True,,,,True,True,,True,,,,,True,True,,,,,,True,,
3,"2018 Nissan with shower, toilet, dual fans and heater",42000.0,"Bellevue, Washington, United States",2018,2018 Nissan NV2500 HD Cargo S,37000,2WD,Clean,Automatic,Gasoline,,2,2,True,,True,True,,,,True,True,,True,True,True,True,,True,True,,True,,True,True,True,,,,True,,,,,,,,,True,,,,,,,
4,Pro Master 2500 Professional Custom Built,82000.0,"Providence, Rhode Island, United States",2021,2021 Dodge RAM Pro Master 2500,10000,2WD,Lien,Automatic,Gasoline,,2,2,True,,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,,True,,,True,True,,,,True,,,,True,,,True,,,19.0,,,True,,,
5,Warsaw 4x4 Conversion,25000.0,"Bellevue, Idaho, United States",2002,Ford E250,86000,4WD,Clean,Automatic,Gasoline,,4,4,True,True,True,,,True,,,,,,True,,,,True,,,,,,,,,,True,,,,True,,True,,True,,,14.0,,,,,True,
6,2019 Conversion Van for 2,30000.0,"Carlisle, Iowa 50047, United States",2019,Ram Promaster City,10000,2WD,Clean,Automatic,Gasoline,,2,2,True,True,True,True,True,True,,,,,,True,,,,True,,,,,,,,,True,,,,True,,,,,True,True,,,,,,,,
7,"""Havasu"" by VanGirlDesigns: 2021 ProMaster 159 bike hauler",92000.0,"Santa Cruz, California, United States",2021,Ram Promaster,4000,2WD,Clean,Automatic,Gasoline,159.0,2,2,True,,True,True,True,True,,True,,,True,True,True,True,True,True,True,,True,,,True,True,,,,True,,True,,True,,,True,,,,,,True,,,
8,"2017 Ram Promaster 2500 Campervan, High Roof, 159"" wheelbase",52500.0,"Wisconsin, United States",2017,Dodge Ram Promaster,103000,2WD,Clean,Automatic,Gasoline,159.0,2,2,,,,True,,,,,True,,True,True,True,True,,True,,,,,,True,,,True,,True,,,,,,,,True,,16.0,,,,,,
9,Fully Loaded 2016 Mercedes Sprinter 4X4 170WB,149000.0,"Grand Haven, Michigan, United States",2016,Mercedes Sprinter,60000,4WD,Clean,Automatic,Diesel,170.0,2,2,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,,True,,True,,,,,,True,,,,,True,,,
